,date,status,age_group,gender,count,rate_per_100000
3154,2020-09-26,deaths,50 to 59,female,2,0.079452572
3155,2020-09-26,deaths,50 to 59,all,4,0.080310916
3156,2020-09-26,deaths,60 to 69,male,5,0.201700985
3157,2020-09-26,deaths,60 to 69,female,6,0.232134359
3158,2020-09-26,deaths,60 to 69,all,11,0.21723559
3159,2020-09-26,deaths,70 to 79,male,5,0.312506641
3160,2020-09-26,deaths,70 to 79,female,6,0.33853626
3161,2020-09-26,deaths,70 to 79,all,11,0.326186682
3162,2020-09-26,deaths,80+,male,31,4.168711801
3163,2020-09-26,deaths,80+,female,17,1.58684524
3164,2020-09-26,deaths,80+,all,48,2.644711156
3165,2020-09-26,deaths,all,male,45,0.224845902
3166,2020-09-26,deaths,all,female,34,0.169288531
3167,2020-09-26,deaths,all,all,79,0.197018482
3168,2020-10-03,cases,0 to 11,male,479,19.16318875
3169,2020-10-03,cases,0 to 11,female,462,19.44795588
3170,2020-10-03,cases,0 to 11,all,941,19.3019504
3171,2020-10-03,cases,12 to 19,male,779,42.59474734
3172,2020-10-03,cases,12 to 19,female,787,45.73645573
3173,2020-10-03,cases,12 to 19,all,1566,44.11774649
3174,2020-10-03,cases,20 to 29,male,1529,53.04559423
3175,2020-10-03,cases,20 to 29,female,1507,57.04048815
3176,2020-10-03,cases,20 to 29,all,3037,54.97420629
3177,2020-10-03,cases,20 to 29,other,1,NA
3178,2020-10-03,cases,30 to 39,male,1178,39.95175944
3179,2020-10-03,cases,30 to 39,female,1118,39.40858917
3180,2020-10-03,cases,30 to 39,all,2297,39.70269818
3181,2020-10-03,cases,30 to 39,other,1,NA
3182,2020-10-03,cases,40 to 49,male,970,37.76757058
3183,2020-10-03,cases,40 to 49,female,1011,39.44214528
3184,2020-10-03,cases,40 to 49,all,1982,38.62351408
3185,2020-10-03,cases,40 to 49,other,1,NA
3186,2020-10-03,cases,50 to 59,male,904,36.69697956
3187,2020-10-03,cases,50 to 59,female,853,33.88652186
3188,2020-10-03,cases,50 to 59,all,1757,35.27656971
3189,2020-10-03,cases,60 to 69,male,626,25.25296329
3190,2020-10-03,cases,60 to 69,female,548,21.20160482
3191,2020-10-03,cases,60 to 69,all,1174,23.18496208
3192,2020-10-03,cases,70 to 79,male,276,17.25036657
3193,2020-10-03,cases,70 to 79,female,272,15.3469771
3194,2020-10-03,cases,70 to 79,all,548,16.25002743
3195,2020-10-03,cases,80+,male,225,30.2567792
3196,2020-10-03,cases,80+,female,376,35.09728295
3197,2020-10-03,cases,80+,all,601,33.1139876
3198,2020-10-03,cases,all,male,6966,34.80614561
3199,2020-10-03,cases,all,female,6934,34.52490219
3200,2020-10-03,cases,all,all,13903,34.67275891
3201,2020-10-03,cases,all,other,3,NA
3202,2020-10-03,hospitalizations,0 to 11,male,2,0.080013314
3203,2020-10-03,hospitalizations,0 to 11,female,4,0.16838057
3204,2020-10-03,hospitalizations,0 to 11,all,6,0.12307301
3205,2020-10-03,hospitalizations,12 to 19,male,7,0.38275126
3206,2020-10-03,hospitalizations,12 to 19,female,2,0.116229875
3207,2020-10-03,hospitalizations,12 to 19,all,9,0.253550267
3208,2020-10-03,hospitalizations,20 to 29,male,10,0.346929982
3209,2020-10-03,hospitalizations,20 to 29,female,14,0.529904999
3210,2020-10-03,hospitalizations,20 to 29,all,24,0.434435611
3211,2020-10-03,hospitalizations,30 to 39,male,17,0.576553404
3212,2020-10-03,hospitalizations,30 to 39,female,16,0.563986965
3213,2020-10-03,hospitalizations,30 to 39,all,33,0.570391397
3214,2020-10-03,hospitalizations,40 to 49,male,25,0.973390994
3215,2020-10-03,hospitalizations,40 to 49,female,21,0.819273047
3216,2020-10-03,hospitalizations,40 to 49,all,46,0.8964085
3217,2020-10-03,hospitalizations,50 to 59,male,43,1.745542169
3218,2020-10-03,hospitalizations,50 to 59,female,28,1.112336005
3219,2020-10-03,hospitalizations,50 to 59,all,71,1.425518753
3220,2020-10-03,hospitalizations,60 to 69,male,85,3.428916741
3221,2020-10-03,hospitalizations,60 to 69,female,51,1.973142055
3222,2020-10-03,hospitalizations,60 to 69,all,136,2.685821843
3223,2020-10-03,hospitalizations,70 to 79,male,69,4.312591643
3224,2020-10-03,hospitalizations,70 to 79,female,55,3.103249045
3225,2020-10-03,hospitalizations,70 to 79,all,124,3.677013506
3226,2020-10-03,hospitalizations,80+,male,98,13.17850827
3227,2020-10-03,hospitalizations,80+,female,92,8.587633062
3228,2020-10-03,hospitalizations,80+,all,190,10.46864833
3229,2020-10-03,hospitalizations,all,male,356,1.778780913
3230,2020-10-03,hospitalizations,all,female,283,1.409078068
3231,2020-10-03,hospitalizations,all,all,639,1.593605189
3232,2020-10-03,icu,20 to 29,male,3,0.104078995
3233,2020-10-03,icu,20 to 29,female,1,0.037850357
3234,2020-10-03,icu,20 to 29,all,4,0.072405935
3235,2020-10-03,icu,30 to 39,male,4,0.135659625
3236,2020-10-03,icu,30 to 39,female,2,0.070498371
3237,2020-10-03,icu,30 to 39,all,6,0.103707527
3238,2020-10-03,icu,40 to 49,male,8,0.311485118
3239,2020-10-03,icu,40 to 49,female,4,0.156052009
3240,2020-10-03,icu,40 to 49,all,12,0.233845696
3241,2020-10-03,icu,50 to 59,male,18,0.730692071
3242,2020-10-03,icu,50 to 59,female,5,0.19863143
3243,2020-10-03,icu,50 to 59,all,23,0.461787765
3244,2020-10-03,icu,60 to 69,male,26,1.048845121
3245,2020-10-03,icu,60 to 69,female,17,0.657714018
3246,2020-10-03,icu,60 to 69,all,43,0.849193671
3247,2020-10-03,icu,70 to 79,male,21,1.312527891
3248,2020-10-03,icu,70 to 79,female,11,0.620649809
3249,2020-10-03,icu,70 to 79,all,32,0.948906711
3250,2020-10-03,icu,80+,male,17,2.286067762
3251,2020-10-03,icu,80+,female,7,0.653406863
3252,2020-10-03,icu,80+,all,24,1.322355578
3253,2020-10-03,icu,all,male,97,0.484667833
3254,2020-10-03,icu,all,female,47,0.234016499
3255,2020-10-03,icu,all,all,144,0.359122296
3256,2020-10-03,deaths,40 to 49,male,1,0.03893564
3257,2020-10-03,deaths,40 to 49,all,1,0.019487141
3258,2020-10-03,deaths,50 to 59,male,2,0.081188008
3259,2020-10-03,deaths,50 to 59,female,1,0.039726286
3260,2020-10-03,deaths,50 to 59,all,3,0.060233187
3261,2020-10-03,deaths,60 to 69,male,7,0.282381379
3262,2020-10-03,deaths,60 to 69,female,5,0.1934453
3263,2020-10-03,deaths,60 to 69,all,12,0.23698428
3264,2020-10-03,deaths,70 to 79,male,10,0.625013282
3265,2020-10-03,deaths,70 to 79,female,10,0.564227099
3266,2020-10-03,deaths,70 to 79,all,20,0.593066695
3267,2020-10-03,deaths,80+,male,29,3.899762652
3268,2020-10-03,deaths,80+,female,28,2.613627454
3269,2020-10-03,deaths,80+,all,57,3.140594498
3270,2020-10-03,deaths,all,male,49,0.244832204
3271,2020-10-03,deaths,all,female,44,0.219079276
3272,2020-10-03,deaths,all,all,93,0.23193315
3273,2020-10-10,cases,0 to 11,male,500,20.00332855
3274,2020-10-10,cases,0 to 11,female,523,22.01575958
3275,2020-10-10,cases,0 to 11,all,1023,20.9839482
3276,2020-10-10,cases,12 to 19,male,865,47.29711996
3277,2020-10-10,cases,12 to 19,female,805,46.78252461
3278,2020-10-10,cases,12 to 19,all,1670,47.04766069
3279,2020-10-10,cases,20 to 29,male,1482,51.41502332
3280,2020-10-10,cases,20 to 29,female,1385,52.42274458
3281,2020-10-10,cases,20 to 29,all,2867,51.89695405
3282,2020-10-10,cases,30 to 39,male,1200,40.69788737
3283,2020-10-10,cases,30 to 39,female,1159,40.85380577
3284,2020-10-10,cases,30 to 39,all,2359,40.77434262
3285,2020-10-10,cases,40 to 49,male,1076,41.8947484
3286,2020-10-10,cases,40 to 49,female,1060,41.35378239
3287,2020-10-10,cases,40 to 49,all,2136,41.62453384
3288,2020-10-10,cases,50 to 59,male,974,39.53855984
3289,2020-10-10,cases,50 to 59,female,991,39.36874932
3290,2020-10-10,cases,50 to 59,all,1965,39.45273733
3291,2020-10-10,cases,60 to 69,male,721,29.085282
3292,2020-10-10,cases,60 to 69,female,596,23.0586797
3293,2020-10-10,cases,60 to 69,all,1317,26.00902476
3294,2020-10-10,cases,70 to 79,male,341,21.3129529
3295,2020-10-10,cases,70 to 79,female,336,18.95803053
3296,2020-10-10,cases,70 to 79,all,677,20.07530761
3297,2020-10-10,cases,80+,male,282,37.92182993
3298,2020-10-10,cases,80+,female,472,44.05829136
3299,2020-10-10,cases,80+,all,754,41.54400441
3300,2020-10-10,cases,all,male,7441,37.17951902
3301,2020-10-10,cases,all,female,7328,36.48665752
3302,2020-10-10,cases,all,all,14769,36.8324805
3303,2020-10-10,hospitalizations,0 to 11,male,2,0.080013314
3304,2020-10-10,hospitalizations,0 to 11,female,4,0.16838057
3305,2020-10-10,hospitalizations,0 to 11,all,6,0.12307301
3306,2020-10-10,hospitalizations,12 to 19,male,2,0.109357503
3307,2020-10-10,hospitalizations,12 to 19,female,6,0.348689624
3308,2020-10-10,hospitalizations,12 to 19,all,8,0.225378015
3309,2020-10-10,hospitalizations,20 to 29,male,9,0.312236984
3310,2020-10-10,hospitalizations,20 to 29,female,15,0.567755357
3311,2020-10-10,hospitalizations,20 to 29,all,24,0.434435611
3312,2020-10-10,hospitalizations,30 to 39,male,8,0.271319249
3313,2020-10-10,hospitalizations,30 to 39,female,22,0.775482077
3314,2020-10-10,hospitalizations,30 to 39,all,30,0.518537634
3315,2020-10-10,hospitalizations,40 to 49,male,36,1.401683032
3316,2020-10-10,hospitalizations,40 to 49,female,23,0.897299052
3317,2020-10-10,hospitalizations,40 to 49,all,59,1.149741337
3318,2020-10-10,hospitalizations,50 to 59,male,45,1.826730177
3319,2020-10-10,hospitalizations,50 to 59,female,33,1.310967434
3320,2020-10-10,hospitalizations,50 to 59,all,78,1.566062856
3321,2020-10-10,hospitalizations,60 to 69,male,90,3.630617725
3322,2020-10-10,hospitalizations,60 to 69,female,43,1.663629575
3323,2020-10-10,hospitalizations,60 to 69,all,133,2.626575773
3324,2020-10-10,hospitalizations,70 to 79,male,89,5.562618206
3325,2020-10-10,hospitalizations,70 to 79,female,76,4.288125954
3326,2020-10-10,hospitalizations,70 to 79,all,165,4.89280023
3327,2020-10-10,hospitalizations,80+,male,122,16.40589805
3328,2020-10-10,hospitalizations,80+,female,111,10.36116598
3329,2020-10-10,hospitalizations,80+,all,233,12.83786874
3330,2020-10-10,hospitalizations,all,male,403,2.013619966
3331,2020-10-10,hospitalizations,all,female,333,1.65803179
3332,2020-10-10,hospitalizations,all,all,736,1.835513958
3333,2020-10-10,icu,0 to 11,male,2,0.080013314
3334,2020-10-10,icu,0 to 11,female,1,0.042095143
3335,2020-10-10,icu,0 to 11,all,3,0.061536505
3336,2020-10-10,icu,20 to 29,male,1,0.034692998
3337,2020-10-10,icu,20 to 29,female,1,0.037850357
3338,2020-10-10,icu,20 to 29,all,2,0.036202968
3339,2020-10-10,icu,30 to 39,female,4,0.140996741
3340,2020-10-10,icu,30 to 39,all,4,0.069138351
3341,2020-10-10,icu,40 to 49,male,9,0.350420758
3342,2020-10-10,icu,40 to 49,female,6,0.234078014
3343,2020-10-10,icu,40 to 49,all,15,0.29230712
3344,2020-10-10,icu,50 to 59,male,5,0.20297002
3345,2020-10-10,icu,50 to 59,female,7,0.278084001
3346,2020-10-10,icu,50 to 59,all,12,0.240932747
3347,2020-10-10,icu,60 to 69,male,36,1.45224709
3348,2020-10-10,icu,60 to 69,female,14,0.541646839
3349,2020-10-10,icu,60 to 69,all,50,0.987434501
3350,2020-10-10,icu,70 to 79,male,35,2.187546485
3351,2020-10-10,icu,70 to 79,female,11,0.620649809
3352,2020-10-10,icu,70 to 79,all,46,1.364053397
3353,2020-10-10,icu,80+,male,12,1.613694891
3354,2020-10-10,icu,80+,female,12,1.120126052
3355,2020-10-10,icu,80+,all,24,1.322355578
3356,2020-10-10,icu,all,male,100,0.49965756
3357,2020-10-10,icu,all,female,56,0.278828169
3358,2020-10-10,icu,all,all,156,0.389049154
3359,2020-10-10,deaths,40 to 49,male,1,0.03893564
3360,2020-10-10,deaths,40 to 49,all,1,0.019487141
3361,2020-10-10,deaths,50 to 59,male,6,0.243564024
3362,2020-10-10,deaths,50 to 59,female,2,0.079452572
3363,2020-10-10,deaths,50 to 59,all,8,0.160621831
3364,2020-10-10,deaths,60 to 69,male,13,0.52442256
3365,2020-10-10,deaths,60 to 69,female,7,0.270823419
3366,2020-10-10,deaths,60 to 69,all,20,0.3949738
3367,2020-10-10,deaths,70 to 79,male,22,1.375029219
3368,2020-10-10,deaths,70 to 79,female,6,0.33853626
3369,2020-10-10,deaths,70 to 79,all,28,0.830293372
3370,2020-10-10,deaths,80+,male,30,4.034237227
3371,2020-10-10,deaths,80+,female,41,3.827097343
3372,2020-10-10,deaths,80+,all,71,3.911968585
3373,2020-10-10,deaths,all,male,72,0.359753443
3374,2020-10-10,deaths,all,female,56,0.278828169
3375,2020-10-10,deaths,all,all,128,0.319219819
3376,2020-10-17,cases,0 to 11,male,647,25.88430715
3377,2020-10-17,cases,0 to 11,female,630,26.51993984
3378,2020-10-17,cases,0 to 11,all,1277,26.19403896
3379,2020-10-17,cases,12 to 19,male,945,51.67142007
3380,2020-10-17,cases,12 to 19,female,834,48.46785779
3381,2020-10-17,cases,12 to 19,all,1780,50.1466084
3382,2020-10-17,cases,12 to 19,other,1,NA
3383,2020-10-17,cases,20 to 29,male,1591,55.19656012
3384,2020-10-17,cases,20 to 29,female,1460,55.26152136
3385,2020-10-17,cases,20 to 29,all,3052,55.24572855
3386,2020-10-17,cases,20 to 29,other,1,NA
3387,2020-10-17,cases,30 to 39,male,1154,39.13780169
3388,2020-10-17,cases,30 to 39,female,1232,43.42699629
3389,2020-10-17,cases,30 to 39,all,2386,41.24102649
3390,2020-10-17,cases,40 to 49,male,1109,43.17962451
3391,2020-10-17,cases,40 to 49,female,1231,48.02500577
3392,2020-10-17,cases,40 to 49,all,2340,45.59991067
3393,2020-10-17,cases,50 to 59,male,1133,45.99300647
3394,2020-10-17,cases,50 to 59,female,1090,43.30165162
3395,2020-10-17,cases,50 to 59,all,2223,44.63279139
3396,2020-10-17,cases,60 to 69,male,649,26.18078782
3397,2020-10-17,cases,60 to 69,female,627,24.25804055
3398,2020-10-17,cases,60 to 69,all,1276,25.19932847
3399,2020-10-17,cases,70 to 79,male,339,21.18795024
3400,2020-10-17,cases,70 to 79,female,359,20.25575286
3401,2020-10-17,cases,70 to 79,all,698,20.69802764
3402,2020-10-17,cases,80+,male,301,40.47684684
3403,2020-10-17,cases,80+,female,520,48.53879557
3404,2020-10-17,cases,80+,all,821,45.2355804
3405,2020-10-17,cases,all,male,7868,39.3130568
3406,2020-10-17,cases,all,female,7986,39.76288851
3407,2020-10-17,cases,all,all,15856,39.54335505
3408,2020-10-17,cases,all,other,2,NA
3409,2020-10-17,hospitalizations,0 to 11,male,3,0.120019971
3410,2020-10-17,hospitalizations,0 to 11,female,6,0.252570856
3411,2020-10-17,hospitalizations,0 to 11,all,9,0.184609515
3412,2020-10-17,hospitalizations,12 to 19,male,3,0.164036254
3413,2020-10-17,hospitalizations,12 to 19,female,3,0.174344812
3414,2020-10-17,hospitalizations,12 to 19,all,6,0.169033512
3415,2020-10-17,hospitalizations,20 to 29,male,6,0.208157989
3416,2020-10-17,hospitalizations,20 to 29,female,9,0.340653214
3417,2020-10-17,hospitalizations,20 to 29,all,15,0.271522257
3418,2020-10-17,hospitalizations,30 to 39,male,18,0.610468311
3419,2020-10-17,hospitalizations,30 to 39,female,32,1.12797393
3420,2020-10-17,hospitalizations,30 to 39,all,50,0.86422939
3421,2020-10-17,hospitalizations,40 to 49,male,30,1.168069193
3422,2020-10-17,hospitalizations,40 to 49,female,25,0.975325056
3423,2020-10-17,hospitalizations,40 to 49,all,55,1.071792772
3424,2020-10-17,hospitalizations,50 to 59,male,67,2.719798264
3425,2020-10-17,hospitalizations,50 to 59,female,36,1.430146292
3426,2020-10-17,hospitalizations,50 to 59,all,103,2.068006079
3427,2020-10-17,hospitalizations,60 to 69,male,71,2.864153983
3428,2020-10-17,hospitalizations,60 to 69,female,51,1.973142055
3429,2020-10-17,hospitalizations,60 to 69,all,122,2.409340182
3430,2020-10-17,hospitalizations,70 to 79,male,96,6.000127503
3431,2020-10-17,hospitalizations,70 to 79,female,63,3.554630725
3432,2020-10-17,hospitalizations,70 to 79,all,159,4.714880221
3433,2020-10-17,hospitalizations,80+,male,111,14.92667774
3434,2020-10-17,hospitalizations,80+,female,115,10.73454133
3435,2020-10-17,hospitalizations,80+,all,226,12.45218169
3436,2020-10-17,hospitalizations,all,male,405,2.023613117
3437,2020-10-17,hospitalizations,all,female,340,1.692885311
3438,2020-10-17,hospitalizations,all,all,745,1.857959102
3439,2020-10-17,icu,12 to 19,female,1,0.058114937
3440,2020-10-17,icu,12 to 19,all,1,0.028172252
3441,2020-10-17,icu,20 to 29,male,3,0.104078995
3442,2020-10-17,icu,20 to 29,female,1,0.037850357
3443,2020-10-17,icu,20 to 29,all,4,0.072405935
3444,2020-10-17,icu,30 to 39,male,1,0.033914906
3445,2020-10-17,icu,30 to 39,female,1,0.035249185
3446,2020-10-17,icu,30 to 39,all,2,0.034569176
3447,2020-10-17,icu,40 to 49,male,10,0.389356398
3448,2020-10-17,icu,40 to 49,female,2,0.078026005
3449,2020-10-17,icu,40 to 49,all,12,0.233845696
3450,2020-10-17,icu,50 to 59,male,13,0.527722051
3451,2020-10-17,icu,50 to 59,female,4,0.158905144
3452,2020-10-17,icu,50 to 59,all,17,0.341321392
3453,2020-10-17,icu,60 to 69,male,25,1.008504924
3454,2020-10-17,icu,60 to 69,female,14,0.541646839
3455,2020-10-17,icu,60 to 69,all,39,0.770198911
3456,2020-10-17,icu,70 to 79,male,31,1.937541173
3457,2020-10-17,icu,70 to 79,female,10,0.564227099
3458,2020-10-17,icu,70 to 79,all,41,1.215786724
3459,2020-10-17,icu,80+,male,13,1.748169465
3460,2020-10-17,icu,80+,female,12,1.120126052
3461,2020-10-17,icu,80+,all,25,1.377453727
3462,2020-10-17,icu,all,male,96,0.479671257
3463,2020-10-17,icu,all,female,45,0.22405835
3464,2020-10-17,icu,all,all,141,0.351640582
3465,2020-10-17,deaths,20 to 29,male,1,0.034692998
3466,2020-10-17,deaths,20 to 29,all,1,0.018101484
3467,2020-10-17,deaths,40 to 49,female,1,0.039013002
3468,2020-10-17,deaths,40 to 49,all,1,0.019487141
3469,2020-10-17,deaths,50 to 59,male,5,0.20297002
3470,2020-10-17,deaths,50 to 59,female,3,0.119178858
3471,2020-10-17,deaths,50 to 59,all,8,0.160621831
3472,2020-10-17,deaths,60 to 69,male,9,0.363061773
3473,2020-10-17,deaths,60 to 69,female,2,0.07737812
3474,2020-10-17,deaths,60 to 69,all,11,0.21723559
3475,2020-10-17,deaths,70 to 79,male,16,1.00002125
3476,2020-10-17,deaths,70 to 79,female,7,0.394958969
3477,2020-10-17,deaths,70 to 79,all,23,0.682026699
3478,2020-10-17,deaths,80+,male,29,3.899762652
3479,2020-10-17,deaths,80+,female,54,5.040567232
3480,2020-10-17,deaths,80+,all,83,4.573146374
3481,2020-10-17,deaths,all,male,60,0.299794536
3482,2020-10-17,deaths,all,female,67,0.333597988
3483,2020-10-17,deaths,all,all,127,0.316725914
3484,2020-10-24,cases,0 to 11,male,800,32.00532569
3485,2020-10-24,cases,0 to 11,female,752,31.65554723
3486,2020-10-24,cases,0 to 11,all,1552,31.83488525
3487,2020-10-24,cases,12 to 19,male,994,54.35067889
3488,2020-10-24,cases,12 to 19,female,933,54.22123659
3489,2020-10-24,cases,12 to 19,all,1927,54.28792943
3490,2020-10-24,cases,20 to 29,male,1834,63.62695868
3491,2020-10-24,cases,20 to 29,female,1644,62.22598707
3492,2020-10-24,cases,20 to 29,all,3480,62.99316361
3493,2020-10-24,cases,20 to 29,other,2,NA
3494,2020-10-24,cases,30 to 39,male,1449,49.142699
3495,2020-10-24,cases,30 to 39,female,1464,51.60480728
3496,2020-10-24,cases,30 to 39,all,2913,50.35000426
3497,2020-10-24,cases,40 to 49,male,1299,50.57739607
3498,2020-10-24,cases,40 to 49,female,1427,55.67155422
3499,2020-10-24,cases,40 to 49,all,2726,53.12194722
3500,2020-10-24,cases,50 to 59,male,1228,49.84943684
3501,2020-10-24,cases,50 to 59,female,1216,48.30716364
3502,2020-10-24,cases,50 to 59,all,2444,49.06996948
3503,2020-10-24,cases,60 to 69,male,809,32.63521933
3504,2020-10-24,cases,60 to 69,female,715,27.66267782
3505,2020-10-24,cases,60 to 69,all,1524,30.09700359
3506,2020-10-24,cases,70 to 79,male,404,25.25053657
3507,2020-10-24,cases,70 to 79,female,388,21.89201145
3508,2020-10-24,cases,70 to 79,all,792,23.4854411
3509,2020-10-24,cases,80+,male,354,47.60399927
3510,2020-10-24,cases,80+,female,624,58.24655468
3511,2020-10-24,cases,80+,all,978,53.88598981
3512,2020-10-24,cases,all,male,9172,45.82859137
3513,2020-10-24,cases,all,female,9164,45.6282382
3514,2020-10-24,cases,all,all,18338,45.73322685
3515,2020-10-24,cases,all,other,2,NA
3516,2020-10-24,hospitalizations,0 to 11,male,2,0.080013314
3517,2020-10-24,hospitalizations,0 to 11,female,2,0.084190285
3518,2020-10-24,hospitalizations,0 to 11,all,4,0.082048673
3519,2020-10-24,hospitalizations,12 to 19,male,4,0.218715006
3520,2020-10-24,hospitalizations,12 to 19,female,4,0.23245975
3521,2020-10-24,hospitalizations,12 to 19,all,8,0.225378015
3522,2020-10-24,hospitalizations,20 to 29,male,12,0.416315978
3523,2020-10-24,hospitalizations,20 to 29,female,27,1.021959642
3524,2020-10-24,hospitalizations,20 to 29,all,39,0.705957868
3525,2020-10-24,hospitalizations,30 to 39,male,29,0.983532278
3526,2020-10-24,hospitalizations,30 to 39,female,33,1.163223115
3527,2020-10-24,hospitalizations,30 to 39,all,62,1.071644444
3528,2020-10-24,hospitalizations,40 to 49,male,30,1.168069193
3529,2020-10-24,hospitalizations,40 to 49,female,17,0.663221038
3530,2020-10-24,hospitalizations,40 to 49,all,47,0.915895642
3531,2020-10-24,hospitalizations,50 to 59,male,64,2.598016252
3532,2020-10-24,hospitalizations,50 to 59,female,41,1.628777721
3533,2020-10-24,hospitalizations,50 to 59,all,105,2.108161537
3534,2020-10-24,hospitalizations,60 to 69,male,74,2.985174574
3535,2020-10-24,hospitalizations,60 to 69,female,49,1.895763935
3536,2020-10-24,hospitalizations,60 to 69,all,123,2.429088872
3537,2020-10-24,hospitalizations,70 to 79,male,94,5.875124846
3538,2020-10-24,hospitalizations,70 to 79,female,79,4.457394083
3539,2020-10-24,hospitalizations,70 to 79,all,173,5.130026907
3540,2020-10-24,hospitalizations,80+,male,103,13.85088114
3541,2020-10-24,hospitalizations,80+,female,131,12.22804273
3542,2020-10-24,hospitalizations,80+,all,234,12.89296689
3543,2020-10-24,hospitalizations,all,male,412,2.058589146
3544,2020-10-24,hospitalizations,all,female,383,1.906985512
3545,2020-10-24,hospitalizations,all,all,795,1.982654343
3546,2020-10-24,icu,12 to 19,male,1,0.054678751
3547,2020-10-24,icu,12 to 19,all,1,0.028172252
3548,2020-10-24,icu,20 to 29,male,1,0.034692998
3549,2020-10-24,icu,20 to 29,female,2,0.075700714
3550,2020-10-24,icu,20 to 29,all,3,0.054304451
3551,2020-10-24,icu,30 to 39,male,4,0.135659625
3552,2020-10-24,icu,30 to 39,female,5,0.176245927
3553,2020-10-24,icu,30 to 39,all,9,0.15556129
3554,2020-10-24,icu,40 to 49,male,10,0.389356398
3555,2020-10-24,icu,40 to 49,female,6,0.234078014
3556,2020-10-24,icu,40 to 49,all,16,0.311794261
3557,2020-10-24,icu,50 to 59,male,16,0.649504063
3558,2020-10-24,icu,50 to 59,female,9,0.357536573
3559,2020-10-24,icu,50 to 59,all,25,0.501943223
3560,2020-10-24,icu,60 to 69,male,25,1.008504924
3561,2020-10-24,icu,60 to 69,female,14,0.541646839
3562,2020-10-24,icu,60 to 69,all,39,0.770198911
3563,2020-10-24,icu,70 to 79,male,23,1.437530548
3564,2020-10-24,icu,70 to 79,female,10,0.564227099
3565,2020-10-24,icu,70 to 79,all,33,0.978560046
3566,2020-10-24,icu,80+,male,12,1.613694891
3567,2020-10-24,icu,80+,female,7,0.653406863
3568,2020-10-24,icu,80+,all,19,1.046864833
3569,2020-10-24,icu,all,male,92,0.459684955
3570,2020-10-24,icu,all,female,53,0.263890946
3571,2020-10-24,icu,all,all,145,0.361616201
3572,2020-10-24,deaths,20 to 29,female,1,0.037850357
3573,2020-10-24,deaths,20 to 29,all,1,0.018101484
3574,2020-10-24,deaths,30 to 39,female,1,0.035249185
3575,2020-10-24,deaths,30 to 39,all,1,0.017284588
3576,2020-10-24,deaths,40 to 49,male,1,0.03893564
3577,2020-10-24,deaths,40 to 49,all,1,0.019487141
3578,2020-10-24,deaths,50 to 59,male,3,0.121782012
3579,2020-10-24,deaths,50 to 59,female,1,0.039726286
3580,2020-10-24,deaths,50 to 59,all,4,0.080310916
3581,2020-10-24,deaths,60 to 69,male,18,0.726123545
3582,2020-10-24,deaths,60 to 69,female,6,0.232134359
3583,2020-10-24,deaths,60 to 69,all,24,0.473968561
3584,2020-10-24,deaths,70 to 79,male,21,1.312527891
3585,2020-10-24,deaths,70 to 79,female,18,1.015608778
3586,2020-10-24,deaths,70 to 79,all,39,1.156480054
3587,2020-10-24,deaths,80+,male,64,8.60637275
3588,2020-10-24,deaths,80+,female,89,8.307601549
3589,2020-10-24,deaths,80+,all,153,8.43001681
3590,2020-10-24,deaths,all,male,107,0.534633589
3591,2020-10-24,deaths,all,female,116,0.577572636
3592,2020-10-24,deaths,all,all,223,0.556140778
3593,2020-10-31,cases,0 to 11,male,978,39.12651065
3594,2020-10-31,cases,0 to 11,female,846,35.61249064
3595,2020-10-31,cases,0 to 11,all,1825,37.4347072
3596,2020-10-31,cases,0 to 11,other,1,NA
3597,2020-10-31,cases,12 to 19,male,1255,68.62183301
3598,2020-10-31,cases,12 to 19,female,1031,59.91650046
3599,2020-10-31,cases,12 to 19,all,2286,64.40176787
3600,2020-10-31,cases,20 to 29,male,2107,73.09814719
3601,2020-10-31,cases,20 to 29,female,1870,70.78016778
3602,2020-10-31,cases,20 to 29,all,3977,71.98960106
3603,2020-10-31,cases,30 to 39,male,1622,55.00997777
3604,2020-10-31,cases,30 to 39,female,1687,59.46537561
3605,2020-10-31,cases,30 to 39,all,3309,57.19470103
3606,2020-10-31,cases,40 to 49,male,1560,60.73959805
3607,2020-10-31,cases,40 to 49,female,1578,61.56251756
3608,2020-10-31,cases,40 to 49,all,3138,61.15064944
3609,2020-10-31,cases,50 to 59,male,1492,60.56625388
3610,2020-10-31,cases,50 to 59,female,1521,60.42368084
3611,2020-10-31,cases,50 to 59,all,3013,60.49419724
3612,2020-10-31,cases,60 to 69,male,906,36.54821844
3613,2020-10-31,cases,60 to 69,female,827,31.99585253
3614,2020-10-31,cases,60 to 69,all,1733,34.2244798
3615,2020-10-31,cases,70 to 79,male,522,32.6256933
3616,2020-10-31,cases,70 to 79,female,477,26.91363263
3617,2020-10-31,cases,70 to 79,all,999,29.62368139
3618,2020-10-31,cases,80+,male,520,69.92677859
3619,2020-10-31,cases,80+,female,908,84.75620456
3620,2020-10-31,cases,80+,all,1428,78.6801569
3621,2020-10-31,cases,all,male,10962,54.77246169
3622,2020-10-31,cases,all,female,10745,53.5001549
3623,2020-10-31,cases,all,all,21708,54.13768614
3624,2020-10-31,cases,all,other,1,NA
3625,2020-10-31,hospitalizations,0 to 11,male,8,0.320053257
3626,2020-10-31,hospitalizations,0 to 11,female,9,0.378856283
